symbol,timeframe,tf_rule,sharpe,sortino,total_return_pct,max_drawdown_pct,alpha_pct,beta,win_rate,opt_m_var,opt_z_thresh,opt_window
EXC,1Min,1min,3.210212912062739,3.1718191812455037,16.615725776810297,-2.344643428459316,16.577873395973718,-0.012281223302623235,0.5095152603231597,0.001,1.0,10
WFC,1Min,1min,3.20947073394736,2.534538972720844,26.78608295812268,-4.493694134933312,27.50543266090143,0.23339335960511653,0.5194846008799497,0.001,1.0,10
LDOS,1Min,1min,3.2090175406218484,2.8886847610492983,27.934348984705103,-5.490782018966904,28.085523661799755,0.04904869723035307,0.5221119133574007,0.001,1.0,20
CSGP,5Min,5min,3.2052560032998985,2.8387448809650913,30.385816736813887,-5.337882456526434,30.90920163650701,0.1698124842953852,0.5551724137931034,0.01,1.5,10
PAYC,5Min,5min,3.189141483946999,3.881470883132583,29.078609825692947,-2.81127415232122,29.771622851692488,0.22484841206355918,0.5308641975308642,0.01,2.0,10
PNR,1Min,1min,3.1843219032259706,2.240962393687351,21.15872414870241,-2.9016799199536427,21.2943367843202,0.043999585333081286,0.5439377085650723,0.001,1.5,20
MPWR,1Min,1min,3.17558451809935,2.76256184212736,45.6766437488618,-5.452444479303031,45.88390612332953,0.06724637781859964,0.5289735099337748,0.001,1.0,10
ADM,1Min,1min,3.174137011965393,2.6637167261783765,28.70584086557566,-5.934838208126464,28.722850526776117,0.0055187928179907106,0.515032679738562,0.001,1.0,10
WDAY,1Min,1min,3.170795910051011,2.9053520400575845,37.398387680310854,-6.553346309697861,37.37208248008878,-0.00853473495741843,0.5192751235584844,0.001,1.0,10
SNDK,1Min,1min,3.1674498861033986,3.139872867214444,59.0825109810521,-7.346591705539335,59.268260730926706,0.060266596346085714,0.5243614509551406,0.001,1.5,20
EPAM,5Min,5min,3.1632209126288866,2.6039527786649086,30.53016844664256,-3.2092426187419067,30.94905991315305,0.13590953927022106,0.5503731343283582,0.01,2.0,10
D,5Min,5min,3.1602172691418025,4.040383725491788,15.590672648931147,-2.1014241212890585,15.584021184048586,-0.002158071003908861,0.5398671096345515,0.01,1.5,20
