entry_z,exit_z,residual_window,measurement_variance,total_return,annual_return,volatility,sharpe,max_drawdown,benchmark_total_return,benchmark_annual_return,benchmark_volatility,beta,daily_var_95,return_minus_spy,annual_return_minus_spy
1.75,0.0,20,0.01,0.886701105877463,0.03973930942312354,0.06531077105129188,0.6084648639642339,-0.1341821718408277,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.0750401671562786,-0.0030447401318173077,-6.471203348062143,-0.09947224867961335
1.75,0.0,10,0.01,1.0991768556470163,0.04657288897612366,0.07656962869499269,0.6082423249254874,-0.12850075665881378,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.10626475955711036,-0.00534128681532226,-6.258727598292589,-0.09263866912661323
1.5,0.5,20,0.01,0.9811877742195665,0.042862958431310494,0.07057501763311066,0.6073389687854799,-0.23109805642135872,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.09169066431068033,-0.003591598053166069,-6.3767166797200385,-0.0963485996714264
1.0,0.5,10,0.01,1.469351612253249,0.05705920803703601,0.09398361234221522,0.6071186945791225,-0.1674282600890994,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.16794821892438933,-0.00905212848416535,-5.888552841686357,-0.08215235006570087
1.0,0.0,20,0.001,1.900735176098436,0.06755873307876725,0.11230410091606974,0.6015696001097693,-0.15032503854437418,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.25143190587130865,-0.012227622334807746,-5.457169277841169,-0.07165282502396964
1.0,0.0,40,0.001,1.753002845807404,0.06413864589829354,0.10912692585260501,0.5877435417261181,-0.16500565340048912,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.2324658146090778,-0.0119381400572871,-5.604901608132201,-0.07507291220444334
1.75,0.25,20,0.01,0.800324364342571,0.036752528714416366,0.06321560321830276,0.581383817338556,-0.1341821718408287,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.06851281571882353,-0.0023756731569383343,-6.557580089597034,-0.10245902938832052
1.0,0.0,30,0.001,1.695542969477077,0.06276168845337438,0.10976772864840521,0.5717681255335534,-0.17300178682197642,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.24191702257176323,-0.01188565272578532,-5.6623614844625285,-0.07644986964936251
1.5,0.25,20,0.01,0.9559974599809022,0.042044091000871475,0.07463728983969312,0.563312133803013,-0.1888485446882282,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.10339148831413146,-0.0047134808928453505,-6.401906993958703,-0.09716746710186541
1.5,0.5,30,0.01,0.7337800852679268,0.03435833609091077,0.061436775949269024,0.559247056181495,-0.18146061938224112,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.07595586061875195,-0.0008311573642041934,-6.624124368671678,-0.10485322201182612
1.75,0.5,20,0.01,0.6995259847891653,0.03309207645568435,0.05991013983011045,0.552361863109064,-0.14163307421781168,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.06475050578468412,-0.0014643239171035299,-6.65837846915044,-0.10611948164705254
1.75,0.25,10,0.01,0.9529987219587384,0.04194595185737171,0.07594420571831602,0.5523259011089413,-0.12850075665881378,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.10656680907621134,-0.00511477218433426,-6.404905731980867,-0.09726560624536518
1.75,0.5,10,0.01,0.8983664142812204,0.04013279956255045,0.07577993894498398,0.529596620441813,-0.12850075665881378,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.1053662261207111,-0.00501530682476437,-6.459538039658385,-0.09907875854018644
2.0,0.25,20,0.01,0.6175040876059179,0.02995985812052937,0.0572912371242641,0.5229396260993063,-0.10939457166841127,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.05469066625377377,-0.00043685925932549494,-6.740400366333688,-0.10925169998220752
2.0,0.0,10,0.01,0.7462244568696208,0.03481255438664532,0.06818498336863472,0.5105604293900758,-0.09874585810667269,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.08232682696332926,-0.0037376779380251892,-6.611679997069984,-0.10439900371609157
1.5,0.0,30,0.01,0.747106670881216,0.03484463967028262,0.0688573179531403,0.5060411980320749,-0.1491282983845703,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.09133216256107966,-0.003343315024490647,-6.6107977830583895,-0.10436691843245427
2.0,0.5,30,0.01,0.4457089337820572,0.02288500650856884,0.04554090627104211,0.5025153951123854,-0.14270267866415465,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.04496987242455468,-0.00021887637566220253,-6.912195520157548,-0.11632655159416805
2.0,0.0,20,0.01,0.6021237976446645,0.029355967408606354,0.05890118411669664,0.4983935017409074,-0.10939457166841127,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.0597940576714518,-0.0004378941729996644,-6.755780656294941,-0.10985559069413053
2.0,0.5,20,0.01,0.5249919429665464,0.0262428950846878,0.05348513004722776,0.4906577783678404,-0.14787634299178531,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.04937981744286726,-0.00034091956533678153,-6.832912510973059,-0.11296866301804909
1.75,0.25,30,0.01,0.5802042362750492,0.02848584770413165,0.058198350848075155,0.48946142440518636,-0.11117712151202797,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.06309100495216176,-0.0004368350407073507,-6.777700217664556,-0.11072571039860524
